"Year","$%","Title_EN","Country","Genres","Distribution","IMDb"
1898,"55","Train Arriving at Bombay Station","IND","Documentary/Report",,"tt0320653"
1916,"95","20,000 Leagues Under the Sea","USA","Adventure/Family/Sci-Fi",,"tt0006333"
1920,"70","The Cabinet of Dr. Caligari","D","Crime/Horror/Mystery",,"tt0010323"
1920,"65","The Mark of Zorro","USA","Adventure/Western/Romance",,"tt0011439"
1922,"70","Nosferatu: A Symphony of Horror","D","Horror/Drama/Fantasy",,"tt0013442"
1922,"67","Dr. Mabuse, the Gambler","D","Crime/Thriller/Horror",,"tt0013086"
1925,"70","Battleship Potemkin","SU","Drama/History/Thriller",,"tt0015648"
1927,"80","Metropolis","D","Epic/Drama/Sci-Fi",,"tt0017136"
1928,"68","Spies","D","Crime/Thriller/Romance",,"tt0019415"
1929,"56","Woman in the Moon","D","Sci-Fi/Drama/Adventure",,"tt0019901"
1930,"84","The Blue Angel","D","Drama/Music/Comedy",,"tt0020697"
1931,"85","Frankenstein","USA","Horror/Drama/Sci-Fi",,"tt0021884"
1931,"85","Emil and the Detectives","D","Family/Adventure/Drama",,"tt0021836"
1931,"83","M","D","Crime/Mystery/Thriller",,"tt0022100"
1931,"80","Dracula","USA","Horror/Drama/Fantasy",,"tt0021814"
1931,"62","The Champ","USA","Drama/Action/Sports",,"tt0021730"
1931,"55","City Streets","USA","Crime/Drama/Mystery",,"tt0021750"
1931,"55","Pardon Us","USA","Comedy/Family/Crime",,"tt0022251"
1931,"53","The Stolen Jools","USA","Comedy/Family/Crime",,"tt0022402"
1931,"49","An American Tragedy","USA","Romance/Drama/Crime",,"tt0021607"
1932,"74","Grand Hotel","USA","Drama/Romance",,"tt0022958"
1932,"70","Tarzan the Ape Man","USA","Adventure/Action/Romance",,"tt0023551"
1932,"60","Blonde Venus","USA","Drama/-",,"tt0022698"
1932,"56","Shanghai Express","USA","Thriller/Romance/Adventure",,"tt0023458"
1932,"42","Freaks","USA","Drama/Adventure/Horror",,"tt0022913"
1933,"90","King Kong","USA","Adventure/Horror/Fantasy",,"tt0024216"
1933,"75","The Devil's Brother / Bogus Bandits / Fra Diavolo","USA","Comedy/Family/Music",,"tt0023943"
1933,"75","The Testament of Dr. Mabuse","D","Crime/Thriller/Horror",,"tt0023563"
1933,"75","The Invisible Man","USA","Sci-Fi/Thriller/Horror",,"tt0024184"
1933,"51","Sons of the Desert","USA","Comedy/Family/Adventure",,"tt0024601"
1933,"46","Laughing Heirs","D","Comedy/Romance",,"tt0024236"
1934,"65","It Happened One Night","USA","Romance/Comedy",,"tt0025316"
1934,"59","The Thin Man","USA","Crime/Comedy/Mystery",,"tt0025878"
1934,"58","The Man Who Knew Too Much","GB","Crime/Thriller/Mystery",,"tt0025452"
1935,"63","The Devil Is a Woman","USA","Romance/Comedy/Drama",,"tt0026276"
1935,"62","Fanfare of Love","F","Comedy/Romance/Music",,"tt0191124"
1935,"45","Barbary Coast","USA","Western/Drama/History",,"tt0026097"
1936,"68","Little Lord Fauntleroy","USA","Family/Drama",,"tt0027893"
1936,"67","The Trail of the Lonesome Pine","USA","Western/Romance/Adventure",,"tt0028401"
1936,"65","Modern Times","USA","Comedy/Drama/Romance",,"tt0027977"
1936,"60","Fury","USA","Crime/Drama",,"tt0027652"
1936,"57","Drums Along the Mohawk","USA","Western/Drama/History",,"tt0031252"
1937,"95","Snow White and the Seven Dwarfs","USA","Animation/Family/Fantasy",,"tt0029583"
1937,"52","That Certain Woman","USA","Drama/Romance",,"tt0029650"
1937,"40","You Only Live Once","USA","Crime/Drama/Mystery",,"tt0029808"
1938,"57","Jezebel","USA","Drama/Romance",,"tt0030287"
1938,"47","Bringing Up Baby","USA","Comedy/Romance",,"tt0029947"
1938,"30","You and Me","USA","Crime/Romance/Comedy",,"tt0030996"
1939,"98","Gone with the Wind","USA","Epic/Drama/Romance",,"tt0031381"
1939,"85","The Wizard of Oz","USA","Fantasy/Family/Music",,"tt0032138"
1939,"80","Wuthering Heights","USA","Romance/Drama",,"tt0032145"
1939,"73","Dodge City","USA","Western/-",,"tt0031235"
1939,"55","The Flying Deuces / The Flying Aces","USA","Comedy/Family/Action",,"tt0031322"
1940,"93","Pinocchio","USA","Animation/Family/Adventure",,"tt0032910"
1940,"90","Fantasia","USA","Animation/Family/Music",,"tt0032455"
1940,"84","The Great Dictator","USA","Comedy/Drama",,"tt0032553"
1940,"72","The Philadelphia Story","USA","Romance/Comedy",,"tt0032904"
1940,"69","The Grapes of Wrath","USA","Drama/-",,"tt0032551"
1940,"61","The Return of Frank James","USA","Western/Drama",,"tt0032983"
1940,"61","The Mark of Zorro","USA","Adventure/Western/Romance",,"tt0032762"
1940,"58","Pride and Prejudice","USA","Romance/Drama",,"tt0032943"
1940,"56","Saps at Sea","USA","Comedy/Family/Crime",,"tt0033022"
1940,"55","A Chump at Oxford","USA","Comedy/Family",,"tt0032339"
1940,"35","Dr. Ehrlich's Magic Bullet","USA","Drama/History",,"tt0032413"
1940,"35","His Girl Friday","USA","Comedy/Drama/Romance",,"tt0032599"
1941,"64","The Maltese Falcon","USA","Crime/Mystery",,"tt0033870"
1941,"61","Citizen Kane","USA","Drama/Mystery",,"tt0033467"
1941,"60","Remorques: Stormy Waters","F","Romance/Adventure/Drama",,"tt0034093"
1941,"55","Dumbo","USA","Animation/Family/Adventure",,"tt0033563"
1942,"91","Bambi","USA","Animation/Family/Drama",,"tt0034492"
1942,"82","The Jungle Book","GB/USA","Family/Adventure/Action",,"tt0034928"
1942,"64","Quax the Crash Pilot","D","Comedy/Adventure",,"tt0034076"
1942,"63","The Magnificent Ambersons","USA","Drama/Romance",,"tt0035015"
1942,"59","The Big Shot","USA","Crime/Drama",,"tt0034513"
1943,"75","The Adventures of Baron Munchausen","D","Family/Adventure/Fantasy",,"tt0036191"
1943,"72","Casablanca","USA","Romance/Drama/Thriller",,"tt0034583"
1943,"15","Undercover: How to Operate Behind Enemy Lines","USA","Documentary/Drama/Adventure",,"tt0274560"
1943,"10","German Industrial Manpower","USA","Documentary/-","d2TV","tt0274519"
1944,"78","Arsenic and Old Lace","USA","Comedy/Mystery/Thriller",,"tt0036613"
1944,"77","To Have and Have Not","USA","Thriller/Drama/Romance",,"tt0037382"
1944,"75","The Punch Bowl","D","Comedy/-",,"tt0036818"
1944,"72","Passage to Marseille","USA","Thriller/Drama/Romance",,"tt0037166"
1944,"72","Gaslight","USA","Drama/Thriller/Mystery",,"tt0036855"
1944,"52","Laura","USA","Crime/Drama/Mystery",,"tt0037008"
1945,"64","Conflict","USA","Crime/Drama/Mystery",,"tt0037611"
1945,"50","Burning Hearts","D","Adventure/Drama/History",,"tt0036989"
1946,"80","The Best Years of Our Lives","USA","Drama/Romance",,"tt0036868"
1946,"77","Great Expectations","GB","Drama/Adventure/Mystery",,"tt0038574"
1946,"73","It's a Wonderful Life","USA","Drama/Family/Fantasy",,"tt0038650"
1946,"70","Murderers Among Us","D","Drama/Thriller/Romance",,"tt0038769"
1946,"65","The Postman Always Rings Twice","USA","Crime/Drama/Romance",,"tt0038854"
1946,"62","The Big Sleep","USA","Crime/Mystery/Romance",,"tt0038355"
1946,"61","Cloak and Dagger","USA","Thriller/Adventure/Drama",,"tt0038417"
1947,"69","Dark Passage","USA","Thriller/Mystery/Romance",,"tt0039302"
1947,"66","The Two Mrs. Carrolls","USA","Crime/Drama/Mystery",,"tt0039926"
1947,"43","Secret Beyond the Door","USA","Crime/Thriller/Drama",,"tt0040766"
1948,"85","The Red Shoes","GB","Romance/Drama/Music",,"tt0040725"
1948,"79","Red River","USA","Western/Drama",,"tt0040724"
1948,"76","Key Largo","USA","Crime/Drama/Action",,"tt0040506"
1948,"74","The Three Musketeers","USA","Adventure/Action/Drama",,"tt0040876"
1948,"69","Oliver Twist","GB","Drama/Adventure/Crime",,"tt0040662"
1948,"65","Fort Apache","USA","Western/Drama",,"tt0040369"
1948,"64","The Treasure of the Sierra Madre","USA","Western/Drama/Adventure",,"tt0040897"
1948,"55","All My Sons","USA","Drama/Mystery",,"tt0040087"
1948,"30","Macbeth","USA","Drama/Adventure/History",,"tt0040558"
1949,"75","The Third Man","GB/USA","Crime/Thriller/Mystery",,"tt0041959"
1949,"72","She Wore a Yellow Ribbon","USA","Western/Drama",,"tt0041866"
1949,"64","Adam's Rib","USA","Comedy/Drama/Romance",,"tt0041090"
1949,"58","It's a Great Feeling","USA","Comedy/Music",,"tt0041515"
1950,"90","Cinderella","USA","Animation/Family/Fantasy",,"tt0042332"
1950,"77","King Solomon's Mines","USA","Adventure/Action/Romance",,"tt0042646"
1950,"76","Father of the Bride","USA","Comedy/Drama/Romance",,"tt0042451"
1950,"71","Two Times Lotte","D","Family/Comedy",,"tt0042409"
1950,"68","Rashomon","J","Drama/Thriller/Mystery",,"tt0042876"
1950,"66","Cheaper by the Dozen","USA","Family/Comedy/Drama",,"tt0042327"
1950,"63","Winchester '73","USA","Western/Action/Drama",,"tt0043137"
1950,"56","Rio Grande","USA","Western/Romance/Drama",,"tt0042895"
1950,"43","Louisa","USA","Family/Comedy/Romance",,"tt0042687"
1951,"86","Quo Vadis","USA","Epic/Adventure/Drama",,"tt0043949"
1951,"73","A Streetcar Named Desire","USA","Drama/-",,"tt0044081"
1951,"71","Alice in Wonderland","USA","Animation/Family/Fantasy",,"tt0043274"
1951,"71","Fanfares of Love","D","Comedy/Romance/Music",,"tt0043522"
1951,"70","The African Queen","USA/GB","Romance/Adventure/Drama",,"tt0043265"
1951,"70","The Sinner","D","Romance/Drama",,"tt0044098"
1951,"68","An American in Paris","USA","Comedy/Music/Romance",,"tt0043278"
1951,"60","Father's Little Dividend","USA","Comedy/Drama/Romance",,"tt0043526"
1951,"58","The Day the Earth Stood Still","USA","Sci-Fi/Drama/Adventure",,"tt0043456"
1951,"54","Distant Drums","USA","Western/Action/Adventure",,"tt0043469"
1951,"53","The Enforcer","USA","Crime/Thriller",,"tt0043503"
1951,"41","Bedtime for Bonzo","USA","Family/Comedy/Romance",,"tt0043325"
1952,"75","High Noon","USA","Western/Thriller/Drama",,"tt0044706"
1952,"75","The White Horse Inn","D","Family/Music/Comedy",,"tt0044743"
1952,"70","Singin' in the Rain","USA","Romance/Music/Comedy",,"tt0045152"
1952,"52","Rancho Notorious","USA","Western/-",,"tt0045070"
1952,"35","Orson Welles' Othello","I/USA/MA","Drama/Romance",,"tt0045251"
1953,"88","Peter Pan","USA","Animation/Family/Fantasy",,"tt0046183"
1953,"80","From Here to Eternity","USA","Thriller/Drama/Romance",,"tt0045793"
1953,"72","Gentlemen Prefer Blondes","USA","Comedy/Music/Romance",,"tt0045810"
1953,"70","The Wages of Fear","F/I","Thriller/Drama/Action",,"tt0046268"
1953,"68","Mailman Mueller","D","Comedy/-",,"tt0045577"
1953,"67","Monsieur Hulot's Holiday","F","Comedy/-",,"tt0046487"
1953,"65","How to Marry a Millionaire","USA","Romance/Comedy/Drama",,"tt0045891"
1953,"64","Not Afraid of Big Animals","D","Comedy/Romance",,"tt0045956"
1953,"61","Annaluise and Anton","A/D","Family/Comedy",,"tt0046218"
1953,"60","Niagara","USA","Thriller/Drama/Crime",,"tt0046126"
1953,"57","Titanic","USA","Thriller/Drama/History",,"tt0046435"
1953,"56","The War of the Worlds","USA","Sci-Fi/Thriller/Action",,"tt0046534"
1953,"55","I Confess","USA","Crime/Drama/Thriller",,"tt0045897"
1953,"50","Invaders from Mars","USA","Horror/Sci-Fi/Thriller",,"tt0045917"
1953,"41","William Shakespeare's Julius Caesar","USA","History/Drama/Adventure",,"tt0045943"
1953,"40","Beat the Devil","USA/GB/I","Adventure/Comedy/Action",,"tt0046414"
1953,"10","Glen or Glenda / I Changed My Sex","USA","Drama/-",,"tt0045826"
1954,"84","Rear Window","USA","Crime/Thriller/Mystery",,"tt0047396"
1954,"80","20,000 Leagues Under the Sea","USA","Adventure/Family/Sci-Fi",,"tt0046672"
1954,"76","The Caine Mutiny","USA","Thriller/Drama/Action",,"tt0046816"
1954,"73","Seven Samurai","J","Epic/Action/Drama",,"tt0047478"
1954,"73","Godzilla","J","Sci-Fi/Action/Adventure",,"tt0047034"
1954,"72","The Glenn Miller Story","USA","Drama/Music",,"tt0047030"
1954,"69","On the Waterfront","USA","Crime/Drama/Thriller",,"tt0047296"
1954,"68","Grisbi / Honour Among Thieves / Hands Off the Loot","F/I","Crime/Action/Drama",,"tt0046451"
1954,"65","The Fast and the Furious","USA","Thriller/Drama/Crime",,"tt0046969"
1954,"62","Animal Farm","GB/USA","Animation/Drama/Adventure",,"tt0047834"
1954,"62","The Flying Classroom","D","Family/Drama/Comedy",,"tt0046986"
1954,"60","On the Reeperbahn at Half Past Midnight","D","Comedy/Drama/Crime",,"tt0046732"
1954,"51","Dial M for Murder","USA","Crime/Thriller",,"tt0046912"
1954,"48","Sabrina","GB","Romance/Comedy/Drama",,"tt0047437"
1954,"45","Senso","I","Romance/Drama/Thriller",,"tt0047469"
1954,"43","River of No Return","USA","Western/Romance/Action",,"tt0047422"
1954,"37","La Strada","I","Drama/Romance",,"tt0047528"
1955,"92","Lady and the Tramp","USA","Animation/Family/Romance",,"tt0048280"
1955,"85","Sissi","A","Family/Romance/History",,"tt0048624"
1955,"74","Napoleon","I/F","Epic/History/Adventure",,"tt0048413"
1955,"74","The Seven Year Itch","USA","Romance/Comedy",,"tt0048605"
1955,"69","Bad Day at Black Rock","USA","Western/Thriller/Drama",,"tt0047849"
1955,"64","Three Men in the Snow","A","Comedy/-",,"tt0048014"
1955,"64","To Catch a Thief","USA","Crime/Romance/Mystery",,"tt0048728"
1955,"64","We're No Angels","USA","Comedy/Crime/Romance",,"tt0048801"
1955,"62","Rebel Without a Cause","USA","Romance/Drama",,"tt0048545"
1955,"62","If the Father and the Son","D","Comedy/Drama/Family",,"tt0048802"
1955,"55","East of Eden","USA","Drama/-",,"tt0048028"
1955,"55","Seven Cities of Gold","USA","Adventure/History/Western",,"tt0048603"
1955,"32","The Night of the Hunter","USA","Crime/Drama/Mystery",,"tt0048424"
1955,"23","Killer's Kiss","USA","Thriller/Drama/Mystery",,"tt0048254"
1955,"14","Bride of the Monster","USA","Horror/Sci-Fi",,"tt0047898"
1956,"96","The Ten Commandments","USA","Epic/Adventure/Drama",,"tt0049833"
1956,"85","The Trapp Family","D","Family/Music/Romance",,"tt0049876"
1956,"81","Giant","USA","Epic/Drama/Western",,"tt0049261"
1956,"80","Around the World in 80 Days","USA","Adventure/Family/Comedy",,"tt0048960"
1956,"76","Sissi - The Young Empress","A","Family/Romance/History",,"tt0049762"
1956,"75","The Captain from Köpenick","D","Comedy/Drama/History",,"tt0049293"
1956,"72","Charley's Aunt","D","Comedy/Romance",,"tt0047932"
1956,"68","Moby Dick","USA","Adventure/Drama",,"tt0049513"
1956,"68","The Man Who Knew Too Much","USA","Thriller/Drama/Mystery",,"tt0049470"
1956,"65","Love Me Tender","USA","Western/Music/Romance",,"tt0049452"
1956,"58","Forbidden Planet","USA","Sci-Fi/Adventure",,"tt0049223"
1956,"56","The Searchers","USA","Western/Drama/Adventure",,"tt0049730"
1956,"55","The Swan","USA","Romance/Comedy/Drama",,"tt0049815"
1956,"48","Invasion of the Body Snatchers","USA","Horror/Sci-Fi/Mystery",,"tt0049366"
1956,"45","Ransom!","USA","Crime/Drama",,"tt0049656"
1956,"45","The Benny Goodman Story","USA","Drama/Music",,"tt0047873"
1956,"22","The Killing","USA","Thriller/Drama/Mystery",,"tt0049406"
1957,"89","The Bridge on the River Kwai","GB/USA","Epic/Adventure/Drama",,"tt0050212"
1957,"79","Sissi - Fateful Years of an Empress","A","Family/Romance/History",,"tt0050974"
1957,"77","Witness for the Prosecution","USA","Crime/Drama/Mystery",,"tt0051201"
1957,"73","The One That Got Away","GB","Adventure/Drama/History",,"tt0050803"
1957,"65","Jailhouse Rock","USA","Drama/Music",,"tt0050556"
1957,"60","Wild Strawberries","S","Drama/Romance",,"tt0050986"
1957,"52","An Adventurous Father (The Old Tower on the Moselle)","D","Comedy/Drama",,"tt0051152"
1957,"42","Paths of Glory","USA","Thriller/Drama/Action",,"tt0050825"
1957,"34","12 Angry Men","USA","Drama/Crime",,"tt0050083"
1957,"20","Zero Hour!","USA","Thriller/Drama/Action",,"tt0051221"
1957,"16","The Giant Claw","USA","Sci-Fi/Horror/Fantasy","-","tt0050432"
1958,"74","The Spessart Inn","D","Family/Music/Adventure",,"tt0051200"
1958,"74","Cat on a Hot Tin Roof","USA","Drama/-",,"tt0051459"
1958,"74","Bonjour Tristesse","GB/USA","Drama/Romance",,"tt0051429"
1958,"71","The Crammer","D","Comedy/Drama",,"tt0052055"
1958,"68","The Trapp Family in America","D","Family/Music/Drama",,"tt0052313"
1958,"68","Mon Oncle - My Uncle","F/I","Comedy/-",,"tt0050706"
1958,"65","Vertigo","USA","Thriller/Drama/Mystery",,"tt0052357"
1958,"62","The Key","GB/USA","Romance/Drama/Thriller",,"tt0051816"
1958,"62","The Blob","USA","Horror/Sci-Fi",,"tt0051418"
1958,"55","It Happened in Broad Daylight","D/CH/E","Crime/Thriller/Drama",,"tt0051588"
1958,"55","Houseboat","USA","Romance/Comedy/Family",,"tt0051745"
1958,"55","Love Is My Profession / In Case of Adversity","F","Romance/Crime/Drama",,"tt0051579"
1958,"55","The Fly","USA","Horror/Sci-Fi/Drama",,"tt0051622"
1958,"44","Touch of Evil","USA","Crime/Drama/Mystery",,"tt0052311"
1958,"40","Teacher's Pet","USA","Romance/Comedy",,"tt0052278"
1959,"94","Ben-Hur","USA","Epic/Action/Drama",,"tt0052618"
1959,"78","Some Like It Hot","USA","Comedy/Crime/Romance",,"tt0053291"
1959,"70","Pillow Talk","USA","Romance/Comedy",,"tt0053172"
1959,"70","Operation Petticoat","USA","Comedy/Action/Romance",,"tt0053143"
1959,"70","Black Orpheus","BR/F/I","Romance/Music/Drama",,"tt0053146"
1959,"69","North by Northwest","USA","Thriller/Action/Mystery",,"tt0053125"
1959,"65","Journey to the Center of the Earth","USA","Adventure/Family/Fantasy",,"tt0052948"
1959,"63","Rio Bravo","USA","Western/Drama",,"tt0053221"
1959,"52","Sleeping Beauty","USA","Animation/Family/Fantasy",,"tt0053285"
1959,"41","The Scapegoat","GB","Crime/Mystery/Thriller",,"tt0053247"
1959,"41","Triplets on Board","D","Comedy/Crime/Romance",,"tt0052760"
1959,"30","Compulsion","USA","Crime/Drama/History",,"tt0052700"
1959,"12","Plan 9 from Outer Space","USA","Sci-Fi/Thriller/Horror",,"tt0052077"
1960,"85","Spartacus","USA","Epic/Action/History",,"tt0054331"
1960,"80","Psycho","USA","Thriller/Horror/Mystery",,"tt0054215"
1960,"76","The Apartment","USA","Comedy/Drama/Romance",,"tt0053604"
1960,"76","La Dolce Vita","I/F","Drama/Comedy",,"tt0053779"
1960,"72","The Magnificent Seven","USA","Western/Action/Adventure",,"tt0054047"
1960,"71","Please Don't Eat the Daisies","USA","Comedy/Romance/Family",,"tt0054188"
1960,"71","The Haunted Castle","D","Family/Music/Fantasy",,"tt0054337"
1960,"68","The White Horse Inn","A/D","Family/Music/Comedy",,"tt0053941"
1960,"55","Faust","D","Drama/Fantasy",,"tt0163624"
1960,"52","The Black Sheep","D","Crime/Comedy/Mystery",,"tt0054281"
1960,"51","The 1,000 Eyes of Dr. Mabuse","D/I/F","Crime/Thriller/Horror",,"tt0054371"
1960,"50","Ocean's 11","USA","Thriller/Comedy/Music",,"tt0054135"
1960,"47","Breathless","F","Thriller/Romance/Crime",,"tt0053472"
1960,"45","The Little Shop of Horrors","USA","Comedy/Horror",,"tt0054033"
1960,"44","Crook and the Cross","D","Comedy/Crime",,"tt0053855"
1960,"38","The Time Machine","USA","Sci-Fi/Adventure/Romance",,"tt0054387"
1961,"92","101 Dalmatians","USA","Animation/Family/Adventure",,"tt0055254"
1961,"83","El Cid","I/USA","Epic/Drama/History",,"tt0054847"
1961,"81","West Side Story","USA","Romance/Music/Drama",,"tt0055614"
1961,"72","The Parent Trap","USA","Family/Comedy/Romance",,"tt0055277"
1961,"70","The Absent-Minded Professor","USA","Comedy/Sci-Fi/Family",,"tt0054594"
1961,"60","Breakfast at Tiffany's","USA","Romance/Comedy/Drama",,"tt0054698"
1961,"59","King of Kings","USA","Epic/Adventure/Drama",,"tt0055047"
1961,"58","The Devil's Daffodil","D/GB","Crime/Drama/Mystery",,"tt0054912"
1961,"57","The Dead Eyes of London","D","Crime/Drama/Mystery",,"tt0054395"
1961,"56","Murder, She Said","GB","Crime/Comedy/Mystery",,"tt0055205"
1961,"51","Three Men in a Boat","A/D","Comedy/-",,"tt0054826"
1961,"48","The Return of Doctor Mabuse","D/F/I","Crime/Thriller/Horror",,"tt0055008"
1961,"45","The Hustler","USA","Thriller/Drama/Romance",,"tt0054997"
1961,"41","The Green Archer","D","Crime/Drama/Mystery",,"tt0054947"
1961,"35","The Young Savages","USA","Crime/Drama/Action",,"tt0055633"
1961,"22","The Steamroller and the Violin","SU","Drama/-",,"tt0053987"
1962,"87","Lawrence of Arabia","GB/USA","Epic/Adventure/Drama",,"tt0056172"
1962,"84","How the West Was Won","USA","Western/Epic",,"tt0056085"
1962,"84","The Longest Day","USA","Epic/Action/History",,"tt0056197"
1962,"81","Dr. No","GB/USA","Thriller/Action/Adventure",,"tt0055928"
1962,"77","The Treasure of the Silver Lake","D/F/YU","Western/Family/Adventure",,"tt0056452"
1962,"75","Mutiny on the Bounty","USA","Epic/Adventure/History",,"tt0056264"
1962,"72","Ivan's Childhood","SU","Drama/Action",,"tt0056111"
1962,"69","To Kill a Mockingbird","USA","Drama/Crime",,"tt0056592"
1962,"57","The Door with Seven Locks","D/F","Crime/Thriller/Mystery",,"tt0056630"
1962,"51","He Can't Stop Doing It","D","Crime/Comedy/Mystery",,"tt0055960"
1962,"50","Lolita","GB/USA","Drama/Crime/Romance",,"tt0056193"
1962,"47","The Manchurian Candidate","USA","Thriller/Drama/Mystery",,"tt0056218"
1962,"46","The Invisible Dr. Mabuse","D","Crime/Thriller/Horror",,"tt0056639"
1962,"43","Birdman of Alcatraz","USA","Drama/Crime/History",,"tt0055798"
1962,"42","The Testament of Dr. Mabuse","D","Crime/Thriller/Horror",,"tt0056573"
1962,"32","The Trial","F/I/D","Drama/Mystery/Thriller",,"tt0057427"
1962,"30","Cape Fear","USA","Thriller/Drama",,"tt0055824"
1963,"86","Cleopatra","USA","Epic/Drama/History",,"tt0056937"
1963,"84","From Russia with Love","GB/USA","Thriller/Action/Adventure",,"tt0057076"
1963,"77","Winnetou the Warrior / Apache Gold","D/I/YU","Western/Family/Adventure",,"tt0057687"
1963,"74","The Sword in the Stone","USA","Animation/Family/Fantasy",,"tt0057546"
1963,"70","Dinner for One","D","Comedy/Family","d2TV","tt0121210"
1963,"70","The Nutty Professor","USA","Comedy/Romance/Sci-Fi",,"tt0057372"
1963,"68","Son of Flubber","USA","Comedy/Sci-Fi/Family",,"tt0057518"
1963,"65","Naked Among Wolves","DDR","Drama/Thriller",,"tt0056271"
1963,"65","The Leopard","I/F","Epic/Drama/History",,"tt0057091"
1963,"55","The Birds","USA","Thriller/Horror/Mystery",,"tt0056869"
1963,"52","The Haunting","GB","Horror/Mystery",,"tt0057129"
1963,"50","The Great Escape","USA","Epic/Adventure/History",,"tt0057115"
1963,"45","Murder at the Gallop","GB","Crime/Comedy/Mystery",,"tt0057334"
1963,"45","Scotland Yard Hunts Dr. Mabuse","D","Crime/Thriller/Horror",,"tt0057479"
1963,"42","The Pink Panther","USA","Crime/Comedy/Romance",,"tt0057413"
1963,"40","Charley's Aunt","A","Comedy/Music",,"tt0056924"
1963,"33","It Happened at the World's Fair","USA","Comedy/Music/Romance",,"tt0057191"
1964,"91","Goldfinger","GB/USA","Thriller/Action/Adventure",,"tt0058150"
1964,"87","Mary Poppins","USA","Family/Music/Fantasy",,"tt0058331"
1964,"85","My Fair Lady","USA","Family/Music/Comedy",,"tt0058385"
1964,"82","The Troops of St. Tropez","F/I","Comedy/Crime",,"tt0058135"
1964,"76","Fantômas","F","Comedy/Thriller/Adventure",,"tt0058089"
1964,"74","Cheyenne Autumn","USA","Western/Epic/History",,"tt0057940"
1964,"72","Old Shatterhand","D/YU/I","Western/Family/Adventure",,"tt0057380"
1964,"72","Winnetou: Last of the Renegades","D/F/I/YU","Western/Family/Adventure",,"tt0058751"
1964,"68","A Fistful of Dollars","I/E/D","Western/Action/Drama",,"tt0058461"
1964,"65","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","GB/USA","Comedy/Thriller",,"tt0057012"
1964,"65","The Shoot / The Yellow One","D/F/I/YU","Adventure/Family/Action",,"tt0058553"
1964,"62","Among Vultures","D/F/I/YU","Western/Family/Adventure",,"tt0058709"
1964,"61","The Mysterious Magician / The Ringer / The Wizard","D","Crime/Mystery",,"tt0058191"
1964,"50","Let's Rob the Bank","F","Comedy/Crime",,"tt0057051"
1964,"45","Fanny Hill","USA/D","Erotic/Comedy",,"tt0058088"
1964,"44","The Death Ray of Dr. Mabuse","D/F/I","Crime/Thriller/Horror",,"tt0058667"
1964,"41","The Fall of the Roman Empire","USA","Epic/Drama/History",,"tt0058085"
1964,"40","Marnie","USA","Thriller/Drama/Mystery",,"tt0058329"
1964,"38","Man's Favorite Sport?","USA","Comedy/Romance",,"tt0058324"
1964,"38","Murder Ahoy!","GB","Crime/Comedy/Mystery",,"tt0058382"
1964,"36","A Mouse with the Men / A Funny Boss","F","Comedy/Crime",,"tt0058704"
1964,"34","Murder Most Foul","GB","Crime/Comedy/Mystery",,"tt0058383"
1964,"31","The Gospel According to St. Matthew","I","Epic/Drama/Adventure",,"tt0058715"
1965,"96","Doctor Zhivago","GB/I/USA","Epic/Romance/Adventure",,"tt0059113"
1965,"96","The Sound of Music","USA","Family/Music/Drama",,"tt0059742"
1965,"92","Thunderball","GB/USA","Thriller/Action/Adventure",,"tt0059800"
1965,"85","The Sucker","F/I/E","Comedy/Crime/Adventure",,"tt0057967"
1965,"81","Gendarme in New York / The Troops in New York","F/I/USA","Comedy/Crime",,"tt0060450"
1965,"80","For a Few Dollars More","I/D/E","Western/Action/Drama",,"tt0059578"
1965,"79","Fantômas Unleashed","F/I","Comedy/Thriller/Adventure",,"tt0059168"
1965,"70","Winnetou: The Last Shot / The Desperado Trail","D","Western/Family/Adventure",,"tt0059915"
1965,"65","Cat Ballou","USA","Western/Comedy",,"tt0059017"
1965,"60","The Oil Prince","D/YU","Western/Family/Adventure",,"tt0059958"
1965,"58","What's New Pussycat?","USA","Comedy/Drama/Romance",,"tt0059903"
1965,"55","Old Surehand - Flaming Frontier","D/YU","Western/Family/Adventure",,"tt0059538"
1965,"54","The Greatest Story Ever Told","USA","Epic/Drama/Adventure",,"tt0059245"
1965,"51","Wild Kurdistan","D/E","Adventure/Family/Action",,"tt0059139"
1965,"51","The Treasure of the Aztecs","D/F/I","Western/Family/Adventure",,"tt0059682"
1965,"51","The Pyramid of the Sun God","D/F/I/YU","Western/Family/Adventure",,"tt0059621"
1965,"45","The Cincinnati Kid","USA","Thriller/Drama",,"tt0059037"
1965,"44","Again the Ringer","D","Crime/Drama/Mystery",,"tt0059501"
1965,"38","Repulsion","GB","Thriller/Horror/Drama",,"tt0059646"
1965,"36","King Thrushbeard","DDR","Family/Fantasy",,"tt0059372"
1965,"25","Kingdom of the Silver Lion","D/E","Adventure/Family/Action",,"tt0059308"
1966,"77","The Good, the Bad and the Ugly","I","Western/Action/Drama",,"tt0060196"
1966,"70","Django","I/E","Western/Action/Drama",,"tt0060315"
1966,"70","Grand Prix","USA","Action/Drama/Sports",,"tt0060472"
1966,"63","Andrei Rublev","SU","Drama/History",,"tt0060107"
1966,"63","Winnetou and the Crossbreed","D/I/YU","Western/Family/Adventure",,"tt0061197"
